organism	ec	temperature
zea_mays	1.13.11.17	45.0
zea_mays	2.1.1.42	30.0
zea_mays	2.5.1.18	30.0
zea_mays	2.5.1.18	30.0
zea_mays	2.5.1.18	35.0
zea_mays	2.6.1.4	30.0
zea_mays	3.1.3.26	35.0
zea_mays	3.1.3.26	55.0
zea_mays	4.2.3.55	30.0
zea_mays	2.4.1.173	30.0
zea_mays	2.4.1.173	30.0
zea_mays	2.4.1.173	30.0
zea_mays	2.4.1.173	30.0
zea_mays	2.4.1.173	30.0
zea_mays	1.5.3.14	25.0
zea_mays	1.5.3.14	25.0
zea_mays	1.5.3.14	25.0
zea_mays	1.5.3.14	30.0
zea_mays	2.4.1.207	22.0
zea_mays	2.4.1.207	25.0
zea_mays	1.5.1.20	37.0
zea_mays	1.3.3.4	25.0
zea_mays	4.2.3.49	30.0
zea_mays	3.1.3.18	30.0
zea_mays	2.5.1.29	37.0
zea_mays	1.1.1.34	37.0
zea_mays	1.1.1.36	30.0
zea_mays	1.1.1.37	25.0
zea_mays	1.1.1.37	30.0
zea_mays	1.15.1.1	25.0
zea_mays	1.1.1.284	45.0
zea_mays	5.4.2.2	35.0
zea_mays	2.6.1.27	30.0
zea_mays	2.6.1.27	50.0
zea_mays	2.2.1.6	46.0
zea_mays	2.4.2.24	25.0
zea_mays	5.5.1.17	30.0
zea_mays	4.1.2.8	30.0
zea_mays	1.7.1.1	30.0
zea_mays	1.7.1.1	30.0
zea_mays	2.4.1.21	37.0
zea_mays	2.4.1.21	40.0
zea_mays	2.4.1.21	40.0
zea_mays	2.4.1.21	42.0
zea_mays	2.4.1.21	45.0
zea_mays	1.1.1.40	25.0
zea_mays	1.1.1.40	30.0
zea_mays	1.1.1.40	30.0
zea_mays	1.1.1.40	30.0
zea_mays	1.1.1.40	30.0
zea_mays	3.2.2.22	25.0
zea_mays	1.14.17.4	30.0
zea_mays	3.5.1.47	30.0
zea_mays	3.2.1.52	55.0
zea_mays	1.3.1.70	30.0
zea_mays	6.1.1.11	30.0
zea_mays	6.1.1.11	30.0
zea_mays	2.4.2.38	37.0
zea_mays	1.2.3.7	60.0
zea_mays	2.4.2.34	37.0
zea_mays	1.2.3.1	30.0
zea_mays	2.7.1.158	30.0
zea_mays	2.4.1.14	30.0
zea_mays	2.4.1.18	15.0
zea_mays	2.4.1.18	25.0
zea_mays	2.4.1.18	30.0
zea_mays	2.4.1.18	33.0
zea_mays	3.2.2.3	30.0
zea_mays	3.2.2.1	30.0
zea_mays	1.5.1.8	30.0
zea_mays	1.5.1.8	30.0
zea_mays	1.5.1.8	30.0
zea_mays	3.2.1.21	25.0
zea_mays	3.2.1.21	37.0
zea_mays	3.2.1.21	37.0
zea_mays	3.2.1.21	37.0
zea_mays	1.5.99.12	22.0
zea_mays	5.1.3.6	37.0
zea_mays	1.14.13.70	30.0
zea_mays	1.14.13.70	30.0
zea_mays	1.14.13.72	30.0
zea_mays	2.7.11.24	22.0
zea_mays	2.7.11.24	30.0
zea_mays	2.7.11.22	30.0
zea_mays	2.7.2.4	35.0
bifidobacterium_angulatum	3.1.3.8	60.0
hydrogenobacter_thermophilus	1.2.7.1	80.0
hydrogenobacter_thermophilus	1.2.7.3	70.0
hydrogenobacter_thermophilus	1.2.7.3	70.0
hydrogenobacter_thermophilus	1.2.7.3	80.0
hydrogenobacter_thermophilus	1.2.7.3	80.0
hydrogenobacter_thermophilus	1.7.2.1	70.0
hydrogenobacter_thermophilus	1.4.7.1	70.0
hydrogenobacter_thermophilus	6.4.1.7	70.0
hydrogenobacter_thermophilus	2.3.3.8	80.0
hydrogenobacter_thermophilus	1.12.99.6	80.0
hydrogenobacter_thermophilus	2.1.2.1	70.0
thermus_filiformis	6.5.1.2	70.0
thermus_filiformis	1.15.1.1	22.0
thermus_filiformis	3.2.1.1	95.0
tachypleus_tridentatus	2.3.2.13	37.0
myxococcus_xanthus	3.4.21.53	37.0
myxococcus_xanthus	3.1.4.17	40.0
myxococcus_xanthus	3.1.4.17	50.0
myxococcus_xanthus	3.1.4.17	55.0
myxococcus_xanthus	3.1.4.16	50.0
myxococcus_xanthus	3.6.3.50	22.0
myxococcus_xanthus	2.7.4.B2	37.0
myxococcus_xanthus	2.7.13.3	22.0
myxococcus_xanthus	6.4.1.3	25.0
myxococcus_xanthus	3.1.4.53	40.0
myxococcus_xanthus	3.1.4.53	50.0
streptomyces_coeruleorubidus	1.14.16.7	22.0
caretta_caretta	2.5.1.18	25.0
thermobifida_alba	3.2.1.8	80.0
asparagus_setaceus	2.4.1.173	30.0
prevotella_intermedia	3.1.3.1	65.0
cryptococcus_laurentii	2.4.1.48	25.0
rattus_sp	1.21.99.4	37.0
rattus_sp	1.21.99.4	37.0
rattus_sp	3.5.1.9	60.0
rattus_sp	3.1.1.13	32.0
rattus_sp	3.1.1.13	37.0
rattus_sp	1.2.3.1	37.0
rattus_sp	1.2.3.1	37.0
rattus_sp	3.1.22.1	50.0
cryptosporidium_parvum	2.5.1.46	37.0
cryptosporidium_parvum	3.6.1.5	23.0
cryptosporidium_parvum	1.1.1.27	25.0
cryptosporidium_parvum	6.1.1.2	22.0
cryptosporidium_parvum	2.4.2.8	37.0
cryptosporidium_parvum	2.7.1.40	22.0
cryptosporidium_parvum	2.7.10.1	37.0
cryptosporidium_parvum	1.18.1.2	25.0
ctenocephalides_felis	4.1.1.15	37.0
ctenocephalides_felis	2.4.1.15	22.0
ctenocephalides_felis	3.2.1.35	37.0
costus_pictus	1.2.3.4	45.0
zobellia_sp	3.2.1.83	39.0
corynebacterium_callunae	6.3.1.2	45.0
corynebacterium_callunae	6.3.1.2	55.0
corynebacterium_callunae	2.4.1.1	30.0
corynebacterium_callunae	2.4.1.1	30.0
corynebacterium_callunae	2.4.1.1	45.0
corynebacterium_callunae	2.4.1.1	50.0
pelobacter_acidigallici	1.97.1.2	25.0
alangium_lamarckii	4.3.3.4	45.0
benjaminiella_poitrasii	1.4.1.2	25.0
benjaminiella_poitrasii	1.4.1.2	30.0
benjaminiella_poitrasii	1.4.1.4	28.0
benjaminiella_poitrasii	1.4.1.4	32.0
tamarindus_indica	2.4.1.207	37.0
brucella_melitensis	2.5.1.78	37.0
brucella_melitensis	3.4.11.2	40.0
brucella_melitensis	3.4.11.2	40.0
sitophilus_zeamais	3.4.21.4	25.0
perna_viridis	3.2.1.39	45.0
perna_viridis	3.2.1.48	40.0
aureobasidium_pullulans	3.2.1.20	60.0
aureobasidium_pullulans	3.2.1.21	80.0
aureobasidium_pullulans	3.2.1.37	80.0
aureobasidium_pullulans	3.1.1.3	35.0
aureobasidium_pullulans	3.1.1.3	35.0
aureobasidium_pullulans	3.2.1.26	50.0
aureobasidium_pullulans	3.2.1.26	55.0
aureobasidium_pullulans	4.2.1.90	30.0
aureobasidium_pullulans	3.1.1.73	60.0
aureobasidium_pullulans	3.1.1.73	60.0
aureobasidium_pullulans	3.1.1.73	60.0
aureobasidium_pullulans	3.2.1.3	60.0
aureobasidium_pullulans	3.2.1.3	60.0
aureobasidium_pullulans	3.2.1.3	60.0
aureobasidium_pullulans	3.2.1.3	60.0
aureobasidium_pullulans	3.2.1.55	50.0
aureobasidium_pullulans	3.2.1.55	55.0
aureobasidium_pullulans	2.7.7.9	30.0
aureobasidium_pullulans	4.2.1.68	40.0
aureobasidium_pullulans	1.10.3.2	45.0
aureobasidium_pullulans	3.1.1.11	50.0
aureobasidium_pullulans	3.2.1.139	65.0
aureobasidium_pullulans	3.2.1.67	60.0
aureobasidium_pullulans	3.2.1.15	50.0
volvariella_volvacea	2.6.1.16	37.0
volvariella_volvacea	3.2.1.21	50.0
volvariella_volvacea	3.1.1.72	50.0
volvariella_volvacea	3.1.1.72	60.0
volvariella_volvacea	3.1.1.72	60.0
volvariella_volvacea	3.2.1.4	55.0
volvariella_volvacea	1.10.3.2	45.0
volvariella_volvacea	1.11.1.14	25.0
volvariella_volvacea	3.1.3.8	45.0
gluconacetobacter_diazotrophicus	2.4.1.10	30.0
gluconacetobacter_diazotrophicus	2.4.1.10	40.0
gluconacetobacter_diazotrophicus	3.2.1.65	30.0
gluconacetobacter_diazotrophicus	3.2.1.65	30.0
gluconacetobacter_diazotrophicus	3.2.1.65	30.0
gluconacetobacter_diazotrophicus	3.2.1.65	40.0
gluconacetobacter_diazotrophicus	4.1.1.1	45.0
gluconacetobacter_diazotrophicus	1.18.6.1	30.0
carboxydothermus_hydrogenoformans	2.3.1.169	25.0
carboxydothermus_hydrogenoformans	2.3.1.169	25.0
carboxydothermus_hydrogenoformans	2.3.1.169	70.0
carboxydothermus_hydrogenoformans	4.3.1.2	70.0
carboxydothermus_hydrogenoformans	1.1.1.1	70.0
carboxydothermus_hydrogenoformans	1.1.1.B4	70.0
myxococcus_fulvus	5.4.3.6	30.0
pseudarthrobacter_siccitolerans	1.1.3.10	37.0
mannheimia_haemolytica	3.4.24.57	37.0
mannheimia_haemolytica	3.4.24.57	37.0
yellow_fever	3.4.21.91	22.0
yellow_fever	3.4.21.91	37.0
saitozyma_flava	3.2.1.1	50.0
saitozyma_flava	3.2.1.1	60.0
artemia_franciscana	2.7.7.45	20.0
artemia_franciscana	2.7.7.45	20.0
candida_apicola	1.6.2.4	25.0
candida_apicola	1.1.3.20	20.0
providencia_stuartii	5.3.1.15	45.0
providencia_stuartii	5.3.1.15	45.0
providencia_stuartii	3.4.21.105	37.0
providencia_stuartii	5.99.1.3	37.0
providencia_stuartii	3.1.21.4	37.0
aspergillus_ochraceus	3.1.1.20	40.0
aspergillus_ochraceus	1.1.3.13	30.0
aspergillus_ochraceus	1.1.3.13	50.0
aspergillus_ochraceus	3.1.1.42	30.0
aspergillus_ochraceus	3.2.1.26	40.0
aspergillus_ochraceus	3.2.1.26	60.0
aspergillus_ochraceus	3.2.1.8	50.0
olea_europaea	2.3.1.20	30.0
olea_europaea	3.2.1.206	30.0
olea_europaea	3.2.1.206	45.0
olea_europaea	3.2.1.206	50.0
olea_europaea	1.13.11.12	35.0
olea_europaea	1.13.11.12	45.0
olea_europaea	3.2.1.21	25.0
olea_europaea	3.2.1.21	37.0
rhodococcus_rubra	4.3.1.24	25.0
boscia_senegalensis	3.2.1.39	50.0
sceloporus_undulatus	3.5.1.2	38.0
sceloporus_undulatus	3.2.1.14	25.0
bacillus_selenitireducens	2.4.1.8	55.0
thunnus_maccoyii	1.11.1.15	25.0
torenia_hybrid	1.14.13.88	30.0
torenia_hybrid	1.14.13.21	30.0
gram-negative_soil	1.13.12.4	70.0
streptomyces_cyanogenus	1.7.3.3	35.0
streptomyces_cyanogenus	1.17.1.4	40.0
lactobacillus_ruminis	3.5.1.5	55.0
mycobacterium_vanbaalenii	2.6.1.21	30.0
mycobacterium_vanbaalenii	2.7.1.175	30.0
mycobacterium_vanbaalenii	2.7.1.175	60.0
pseudoalteromonas_haloplanktis	3.2.1.23	48.0
pseudoalteromonas_haloplanktis	3.1.1.3	40.0
pseudoalteromonas_haloplanktis	3.1.1.1	20.0
pseudoalteromonas_haloplanktis	3.1.1.73	20.0
pseudoalteromonas_haloplanktis	1.15.1.1	5.0
pseudoalteromonas_haloplanktis	3.2.1.1	29.0
pseudoalteromonas_haloplanktis	2.6.1.1	30.0
pseudoalteromonas_haloplanktis	2.6.1.1	34.0
pseudoalteromonas_haloplanktis	6.3.2.3	30.0
pseudoalteromonas_haloplanktis	2.7.7.8	40.0
pseudoalteromonas_haloplanktis	3.2.1.4	40.0
pseudoalteromonas_haloplanktis	3.2.1.8	25.0
penicillium_parvum	3.1.1.73	55.0
penicillium_parvum	3.1.3.8	50.0
penicillium_parvum	3.2.1.71	60.0
bacillus_lehensis	2.4.1.19	60.0
bacillus_lehensis	3.2.1.133	40.0
sporidiobolus_salmonicolor	1.1.1.2	30.0
sporidiobolus_salmonicolor	1.1.1.2	60.0
sporidiobolus_salmonicolor	1.1.1.184	22.0
nocardioides_sp	1.2.1.78	40.0
nocardioides_sp	4.1.2.34	45.0
nocardioides_sp	1.13.11.38	40.0
nocardioides_sp	3.5.1.3	30.0
nocardioides_sp	3.5.4.5	99.0
nocardioides_sp	3.5.4.4	50.0
actinobacillus_sp	3.5.3.3	33.0
actinobacillus_sp	3.5.3.3	37.0
clupea_harengus	1.1.1.39	25.0
clupea_harengus	1.1.1.39	25.0
clupea_harengus	2.8.3.5	10.0
clupea_harengus	1.1.1.40	25.0
clupea_harengus	2.7.3.2	45.0
cycas_revoluta	2.4.1.171	30.0
cycas_revoluta	3.2.1.14	50.0
lactobacillus_manihotivorans	3.2.1.1	55.0
drosera_peltata	3.4.23.12	37.0
mucor_hiemalis	3.2.1.75	55.0
mucor_hiemalis	3.1.3.2	55.0
mucor_hiemalis	3.2.1.96	30.0
mucor_hiemalis	3.2.1.96	45.0
limnothrix_redekei	2.7.4.1	30.0
acipenser_gueldenstaedtii	3.1.6.8	40.0
acipenser_gueldenstaedtii	4.2.1.1	30.0
eubacterium_barkeri	5.3.3.6	25.0
eubacterium_barkeri	4.2.1.85	35.0
carcinus_maenas	3.4.21.32	30.0
streptococcus_mitior	3.5.1.5	65.0
penicillium_simplicissimum	3.1.3.8	55.0
penicillium_simplicissimum	3.1.3.26	55.0
penicillium_simplicissimum	1.1.3.38	25.0
penicillium_simplicissimum	1.1.3.38	38.0
penicillium_simplicissimum	3.1.1.75	45.0
saccharophagus_sp	4.2.2.11	40.0
torulopsis_candida	1.1.3.20	20.0
sanguinaria_canadensis	2.1.1.122	25.0
plasmodium_berghei	6.3.2.3	37.0
microcella_alkaliphila	3.2.1.8	65.0
schizaphis_graminum	3.1.1.7	37.0
desulfosarcina_cetonica	4.1.99.11	30.0
crotalus_adamanteus	3.4.24.46	23.0
crotalus_adamanteus	3.4.24.46	25.0
crotalus_adamanteus	3.1.1.4	37.0
crotalus_adamanteus	3.1.15.1	45.0
crotalus_adamanteus	3.4.21.74	27.0
pimelobacter_simplex	1.1.3.6	30.0
pimelobacter_simplex	1.1.3.6	50.0
pimelobacter_simplex	1.1.3.6	50.0
pimelobacter_simplex	1.3.99.4	37.0
pimelobacter_simplex	1.3.1.32	50.0
pimelobacter_simplex	1.13.12.1	30.0
bacillus_coagulans	3.2.1.54	50.0
bacillus_coagulans	3.2.1.54	50.0
bacillus_coagulans	1.1.1.28	35.0
bacillus_coagulans	3.1.1.3	45.0
bacillus_coagulans	3.1.1.3	55.0
bacillus_coagulans	2.7.1.17	85.0
bacillus_coagulans	3.1.1.1	50.0
bacillus_coagulans	3.2.1.1	45.0
bacillus_coagulans	3.2.1.1	60.0
bacillus_coagulans	3.2.1.1	85.0
bacillus_coagulans	3.2.1.1	85.0
bacillus_coagulans	2.4.1.19	30.0
bacillus_coagulans	2.4.1.19	55.0
bacillus_coagulans	2.4.1.19	55.0
bacillus_coagulans	2.4.1.19	55.0
bacillus_coagulans	2.4.1.19	70.0
bacillus_coagulans	1.1.1.27	55.0
bacillus_coagulans	5.3.1.4	70.0
bacillus_coagulans	2.4.1.188	25.0
bacillus_coagulans	3.2.1.23	30.0
bacillus_coagulans	3.2.1.23	55.0
bacillus_coagulans	3.2.1.23	55.0
bacillus_coagulans	3.2.1.23	65.0
bacillus_coagulans	3.2.1.23	65.0
bacillus_coagulans	3.2.1.23	70.0
bacillus_coagulans	3.4.21.B48	70.0
bacillus_coagulans	3.2.1.10	62.0
bacillus_coagulans	3.5.1.1	55.0
bacillus_coagulans	3.2.1.15	60.0
bacillus_coagulans	2.4.2.6	57.0
paenibacillus_barcinonensis	3.2.1.4	65.0
thermotoga_sp	3.2.1.91	105.0
microsporum_canis	1.14.13.70	35.0
microsporum_canis	1.17.1.4	40.0
streptoalloteichus_hindustanus	4.2.3.124	46.0
delftia_tsuruhatensis	3.2.1.39	50.0
pyrococcus_woesei	3.2.1.20	105.0
pyrococcus_woesei	3.6.4.B7	60.0
pyrococcus_woesei	3.2.1.23	90.0
pyrococcus_woesei	3.2.1.23	93.0
pyrococcus_woesei	5.3.1.1	70.0
pyrococcus_woesei	3.2.1.1	95.0
pyrococcus_woesei	3.2.1.1	95.0
pyrococcus_woesei	3.2.1.1	100.0
pyrococcus_woesei	3.2.1.41	100.0
pyrococcus_woesei	1.4.1.4	100.0
pyrococcus_woesei	2.7.2.3	70.0
pyrococcus_woesei	2.7.2.3	100.0
mycoplana_sp	6.2.1.11	35.0
mycoplana_sp	6.2.1.11	35.0
buckleyzyma_aurantiaca	4.3.1.24	30.0
buckleyzyma_aurantiaca	3.1.2.2	5.0
buckleyzyma_aurantiaca	3.1.2.2	45.0
buckleyzyma_aurantiaca	3.1.2.20	45.0
chlorella_regularis	2.5.1.61	65.0
acarus_siro	3.2.1.20	37.0
acarus_siro	3.2.1.1	37.0
blautia_producta	1.1.1.391	25.0
alkalimonas_collagenimarina	3.4.21.62	45.0
elizabethkingia_meningoseptica	3.4.11.5	42.0
elizabethkingia_meningoseptica	3.5.1.52	37.0
elizabethkingia_meningoseptica	3.5.1.52	37.0
elizabethkingia_meningoseptica	3.5.1.52	37.0
elizabethkingia_meningoseptica	3.4.21.26	37.0
elizabethkingia_meningoseptica	3.4.21.26	37.0
elizabethkingia_meningoseptica	3.4.21.26	40.0
elizabethkingia_meningoseptica	3.4.21.26	40.0
elizabethkingia_meningoseptica	1.1.3.39	55.0
elizabethkingia_meningoseptica	1.11.1.7	50.0
elizabethkingia_meningoseptica	3.2.1.49	26.0
elizabethkingia_meningoseptica	3.2.1.49	37.0
fusarium_oxysporum	1.13.11.12	22.0
fusarium_oxysporum	1.1.3.9	40.0
fusarium_oxysporum	3.2.1.55	50.0
fusarium_oxysporum	3.2.1.55	55.0
fusarium_oxysporum	3.2.1.55	55.0
fusarium_oxysporum	3.2.1.55	60.0
fusarium_oxysporum	3.2.1.55	50.0
fusarium_oxysporum	3.2.1.55	50.0
fusarium_oxysporum	3.2.1.145	30.0
fusarium_oxysporum	3.2.1.51	50.0
fusarium_oxysporum	3.2.1.51	60.0
fusarium_oxysporum	1.14.15.3	25.0
fusarium_oxysporum	3.2.1.15	37.0
fusarium_oxysporum	3.2.1.71	60.0
fusarium_oxysporum	3.5.5.1	40.0
fusarium_oxysporum	3.5.5.1	40.0
fusarium_oxysporum	3.1.1.73	45.0
fusarium_oxysporum	3.1.1.73	45.0
fusarium_oxysporum	3.1.1.73	50.0
fusarium_oxysporum	3.1.1.73	55.0
fusarium_oxysporum	3.1.1.73	55.0
fusarium_oxysporum	3.1.1.73	55.0
fusarium_oxysporum	3.1.1.73	55.0
fusarium_oxysporum	3.1.1.73	65.0
fusarium_oxysporum	3.1.1.73	65.0
fusarium_oxysporum	1.1.1.9	45.0
fusarium_oxysporum	3.2.1.91	55.0
fusarium_oxysporum	3.2.1.164	50.0
fusarium_oxysporum	1.7.3.1	25.0
fusarium_oxysporum	1.7.3.1	30.0
fusarium_oxysporum	1.7.3.1	30.0
fusarium_oxysporum	1.7.3.1	30.0
fusarium_oxysporum	3.1.1.32	55.0
fusarium_oxysporum	3.1.1.32	55.0
fusarium_oxysporum	1.1.3.17	35.0
fusarium_oxysporum	1.13.11.60	0.0
fusarium_oxysporum	3.2.1.8	40.0
fusarium_oxysporum	3.2.1.8	40.0
fusarium_oxysporum	3.2.1.8	55.0
fusarium_oxysporum	3.2.1.4	70.0
fusarium_oxysporum	1.1.1.34	37.0
fusarium_oxysporum	4.2.2.10	50.0
fusarium_oxysporum	4.2.2.10	50.0
fusarium_oxysporum	2.7.1.86	45.0
fusarium_oxysporum	3.2.1.67	40.0
fusarium_oxysporum	3.2.1.67	60.0
fusarium_oxysporum	3.2.1.67	50.0
fusarium_oxysporum	1.13.12.16	30.0
fusarium_oxysporum	1.13.12.16	37.0
fusarium_oxysporum	1.13.12.16	40.0
fusarium_oxysporum	5.4.2.2	45.0
fusarium_oxysporum	3.2.1.21	60.0
fusarium_oxysporum	3.2.1.26	47.0
fusarium_oxysporum	3.2.1.26	52.0
fusarium_oxysporum	1.7.1.3	45.0
fusarium_oxysporum	1.7.1.1	30.0
fusarium_oxysporum	3.1.1.25	30.0
fusarium_oxysporum	1.14.19.1	25.0
oryctolagus_sp	1.3.5.1	25.0
oryctolagus_sp	3.1.3.1	30.0
mirabilis_expansa	3.2.2.22	30.0
mirabilis_expansa	3.2.2.22	30.0
curvularia_inaequalis	4.2.2.10	45.0
bacillus_novosp	3.4.21.B48	70.0
bacillus_novosp	3.4.21.B48	70.0
trimeresurus_malabaricus	3.1.1.4	37.0
actinoplanes_sp	4.2.3.152	30.0
actinoplanes_sp	2.4.1.15	35.0
actinoplanes_sp	5.1.3.35	30.0
actinoplanes_sp	5.1.3.35	30.0
actinoplanes_sp	5.4.99.16	40.0
actinoplanes_sp	4.2.1.31	30.0
actinoplanes_sp	2.7.1.175	50.0
actinoplanes_sp	2.4.99.B5	30.0
actinoplanes_sp	2.4.99.B5	30.0
actinoplanes_sp	2.7.1.187	30.0
actinoplanes_sp	5.4.99.15	40.0
hepatitis_b	2.7.7.49	37.0
asparagus_officinalis	1.8.1.11	25.0
asparagus_officinalis	1.8.1.11	25.0
asparagus_officinalis	1.8.1.11	25.0
asparagus_officinalis	1.8.1.11	25.0
asparagus_officinalis	1.8.1.11	40.0
asparagus_officinalis	1.8.1.11	40.0
rhodoglossum_japonicum	1.5.1.23	30.0
lepidochelys_kempii	2.3.2.2	37.0
alternaria_sp	3.2.1.4	37.0
alternaria_sp	3.2.1.74	37.0
alternaria_sp	3.2.1.8	37.0
alternaria_sp	3.2.1.21	37.0
plasmodium_chabaudi	2.5.1.15	37.0
staphylococcus_aureus	2.5.1.31	37.0
staphylococcus_aureus	2.5.1.31	37.0
staphylococcus_aureus	2.5.1.31	37.0
staphylococcus_aureus	2.7.13.3	37.0
staphylococcus_aureus	2.3.1.41	30.0
staphylococcus_aureus	6.3.2.8	25.0
staphylococcus_aureus	3.4.22.71	37.0
staphylococcus_aureus	1.8.4.11	37.0
staphylococcus_aureus	1.8.4.11	37.0
staphylococcus_aureus	2.7.1.95	35.0
staphylococcus_aureus	2.7.1.95	35.0
staphylococcus_aureus	1.13.11.18	25.0
staphylococcus_aureus	2.7.8.13	22.0
staphylococcus_aureus	2.7.7.3	22.0
staphylococcus_aureus	6.1.1.1	37.0
staphylococcus_aureus	4.1.3.3	30.0
staphylococcus_aureus	2.3.1.157	22.0
staphylococcus_aureus	4.1.2.13	37.0
staphylococcus_aureus	1.3.1.98	22.0
staphylococcus_aureus	6.3.2.7	37.0
staphylococcus_aureus	6.3.2.7	37.0
staphylococcus_aureus	2.7.7.6	40.0
staphylococcus_aureus	2.3.1.179	30.0
staphylococcus_aureus	3.1.1.3	33.0
staphylococcus_aureus	5.99.1.2	37.0
staphylococcus_aureus	6.1.1.10	22.0
staphylococcus_aureus	6.1.1.10	30.0
staphylococcus_aureus	2.7.1.15	30.0
staphylococcus_aureus	4.2.1.115	37.0
staphylococcus_aureus	5.99.1.3	37.0
staphylococcus_aureus	1.3.1.10	30.0
staphylococcus_aureus	1.3.8.2	6.5
staphylococcus_aureus	3.4.22.48	35.0
staphylococcus_aureus	3.4.22.48	37.0
staphylococcus_aureus	3.4.22.48	37.0
staphylococcus_aureus	3.4.22.48	37.0
staphylococcus_aureus	2.4.1.70	37.0
staphylococcus_aureus	1.6.5.11	35.0
staphylococcus_aureus	1.3.5.1	37.0
staphylococcus_aureus	3.2.1.17	37.0
staphylococcus_aureus	5.1.1.1	30.0
staphylococcus_aureus	6.3.2.1	30.0
staphylococcus_aureus	4.6.1.13	28.0
staphylococcus_aureus	3.4.11.24	37.0
staphylococcus_aureus	1.3.1.9	35.0
staphylococcus_aureus	1.13.11.49	25.0
staphylococcus_aureus	3.1.31.1	22.0
staphylococcus_aureus	3.1.31.1	30.0
staphylococcus_aureus	3.1.31.1	37.0
staphylococcus_aureus	3.1.31.1	37.0
staphylococcus_aureus	3.1.31.1	37.0
staphylococcus_aureus	3.1.31.1	37.0
staphylococcus_aureus	3.1.31.1	37.0
staphylococcus_aureus	3.1.31.1	37.0
staphylococcus_aureus	3.1.31.1	37.0
staphylococcus_aureus	3.1.31.1	50.0
staphylococcus_aureus	3.1.31.1	55.0
staphylococcus_aureus	6.1.1.5	22.0
staphylococcus_aureus	6.1.1.5	22.0
staphylococcus_aureus	6.1.1.5	22.0
staphylococcus_aureus	3.4.21.19	4.0
staphylococcus_aureus	3.4.21.19	25.0
staphylococcus_aureus	3.4.21.19	25.0
staphylococcus_aureus	3.4.21.19	37.0
staphylococcus_aureus	3.4.21.19	37.0
staphylococcus_aureus	3.4.21.19	37.0
staphylococcus_aureus	3.4.21.19	37.0
staphylococcus_aureus	3.4.21.19	37.0
staphylococcus_aureus	3.4.21.19	37.0
staphylococcus_aureus	3.4.21.19	45.0
staphylococcus_aureus	3.4.11.1	37.0
staphylococcus_aureus	2.8.1.12	22.0
staphylococcus_aureus	1.2.1.12	25.0
staphylococcus_aureus	5.4.99.18	30.0
staphylococcus_aureus	1.8.4.12	37.0
staphylococcus_aureus	1.8.4.12	37.0
staphylococcus_aureus	1.1.1.25	25.0
staphylococcus_aureus	1.1.1.25	65.0
staphylococcus_aureus	3.1.3.2	49.0
staphylococcus_aureus	1.1.1.3	37.0
staphylococcus_aureus	4.1.99.22	22.0
staphylococcus_aureus	4.1.99.22	25.0
staphylococcus_aureus	2.7.1.40	30.0
staphylococcus_aureus	2.7.1.40	37.0
staphylococcus_aureus	3.4.21.89	37.0
staphylococcus_aureus	3.4.24.29	37.0
staphylococcus_aureus	3.4.24.29	37.0
staphylococcus_aureus	3.4.24.29	37.0
staphylococcus_aureus	2.7.4.22	22.0
staphylococcus_aureus	3.5.4.20	37.0
staphylococcus_aureus	1.14.13.39	25.0
staphylococcus_aureus	6.1.1.20	22.0
staphylococcus_aureus	2.3.1.180	23.0
staphylococcus_aureus	2.3.1.180	30.0
staphylococcus_aureus	2.3.1.180	30.0
staphylococcus_aureus	1.20.4.4	37.0
staphylococcus_aureus	1.20.4.4	37.0
staphylococcus_aureus	1.20.4.4	37.0
staphylococcus_aureus	1.5.1.3	25.0
staphylococcus_aureus	1.7.1.6	35.0
staphylococcus_aureus	3.4.22.70	25.0
staphylococcus_aureus	3.4.22.70	37.0
staphylococcus_aureus	3.4.22.70	37.0
staphylococcus_aureus	3.4.22.70	37.0
staphylococcus_aureus	2.4.1.129	20.0
staphylococcus_aureus	2.4.1.129	25.0
staphylococcus_aureus	1.1.1.169	25.0
staphylococcus_aureus	2.7.1.33	37.0
staphylococcus_aureus	2.7.1.33	37.0
staphylococcus_aureus	3.1.3.48	40.0
staphylococcus_aureus	2.3.1.28	50.0
staphylococcus_aureus	1.1.1.205	30.0
staphylococcus_aureus	3.5.2.3	25.0
staphylococcus_aureus	3.1.21.4	30.0
staphylococcus_aureus	1.17.1.4	40.0
staphylococcus_aureus	4.3.1.19	22.0
staphylococcus_aureus	1.1.1.42	30.0
staphylococcus_aureus	2.7.8.14	25.0
staphylococcus_aureus	2.1.1.224	37.0
camelus_dromedarius	3.2.1.20	40.0
camelus_dromedarius	3.2.1.20	50.0
camelus_dromedarius	1.8.1.7	50.0
camelus_dromedarius	3.5.1.23	37.0
camelus_dromedarius	3.1.1.55	37.0
camelus_dromedarius	1.1.1.30	37.0
camelus_dromedarius	3.1.1.4	37.0
camelus_dromedarius	3.2.1.3	50.0
camelus_dromedarius	1.2.1.12	28.0
camelus_dromedarius	3.4.23.4	42.0
camelus_dromedarius	3.4.23.4	45.0
camelus_dromedarius	3.4.23.4	47.0
camelus_dromedarius	1.1.1.49	25.0
camelus_dromedarius	1.6.5.5	35.0
camelus_dromedarius	3.5.4.4	25.0
bacillus_virus	3.6.1.23	25.0
yersinia_frederiksenii	3.1.3.8	45.0
dictyostelium_discoideum	2.7.1.107	37.0
dictyostelium_discoideum	2.7.1.91	28.0
