organism	ec	temperature
meyerozyma_guilliermondii	2.4.1.173	30.0
meyerozyma_guilliermondii	2.6.1.48	40.0
meyerozyma_guilliermondii	2.6.1.48	40.0
meyerozyma_guilliermondii	2.6.1.48	40.0
meyerozyma_guilliermondii	3.2.1.80	60.0
meyerozyma_guilliermondii	3.2.1.80	60.0
meyerozyma_guilliermondii	1.1.3.20	20.0
meyerozyma_guilliermondii	1.1.1.49	30.0
meyerozyma_guilliermondii	1.1.1.1	50.0
meyerozyma_guilliermondii	1.4.3.10	37.0
meyerozyma_guilliermondii	3.5.5.7	25.0
meyerozyma_guilliermondii	4.1.99.12	37.0
meyerozyma_guilliermondii	4.1.99.12	37.0
meyerozyma_guilliermondii	2.6.1.71	30.0
meyerozyma_guilliermondii	2.6.1.71	30.0
meyerozyma_guilliermondii	2.6.1.71	32.0
meyerozyma_guilliermondii	2.6.1.71	32.0
meyerozyma_guilliermondii	1.1.1.9	30.0
meyerozyma_guilliermondii	1.1.1.9	30.0
meyerozyma_guilliermondii	1.1.1.307	30.0
meyerozyma_guilliermondii	1.1.1.307	30.0
mycoplasma_capricolum	2.7.3.9	37.0
ovis_sp	2.7.11.14	20.0
ovis_sp	2.7.11.14	37.0
zucchini_yellow	3.4.22.45	37.0
zucchini_yellow	3.4.22.45	37.0
papaver_sp	2.3.1.150	47.0
rhodococcus_jostii	1.13.11.16	37.0
rhodococcus_jostii	1.14.13.220	30.0
rhodococcus_jostii	5.2.1.1	40.0
rhodococcus_jostii	2.6.1.77	37.0
rhodococcus_jostii	1.14.12.18	30.0
rhodococcus_jostii	1.13.11.3	37.0
baphicacanthus_cusia	2.4.1.220	30.0
baphicacanthus_cusia	2.4.1.220	45.0
thermoascus_crustaceus	1.1.5.9	60.0
thermoascus_crustaceus	1.1.5.9	60.0
thermoascus_crustaceus	1.1.5.9	65.0
streptococcus_sanguinis	3.4.21.72	37.0
shewanella_algae	3.5.1.69	37.0
shewanella_algae	2.1.2.1	34.0
eubacterium_oxidoreducens	1.3.1.57	40.0
rhodococcus_hoagii	1.1.3.6	40.0
rhodococcus_hoagii	1.1.3.6	40.0
rhodococcus_hoagii	2.7.8.B13	37.0
rhodococcus_hoagii	3.5.1.85	30.0
rhodococcus_hoagii	3.2.1.123	37.0
rhodococcus_hoagii	3.5.1.75	45.0
rhodococcus_hoagii	4.2.1.84	25.0
rhodococcus_hoagii	4.2.1.84	30.0
rhodococcus_hoagii	3.4.17.6	45.0
murine_hepatitis	3.1.1.53	22.0
mason-pfizer_monkey	3.4.23.B6	37.0
mason-pfizer_monkey	3.4.23.B6	37.0
mason-pfizer_monkey	3.4.23.B6	37.0
argemone_platyceras	2.1.1.128	35.0
argemone_platyceras	2.1.1.121	35.0
paradendryphiella_salina	4.2.2.3	45.0
paradendryphiella_salina	4.2.2.3	45.0
sphingobium_japonicum	3.8.1.5	20.0
sphingobium_japonicum	3.8.1.5	30.0
sphingobium_japonicum	3.8.1.5	37.0
sphingobium_japonicum	3.8.1.5	37.0
marchantia_polymorpha	3.2.1.23	50.0
marchantia_polymorpha	2.4.1.207	25.0
gloydius_shedaoensis	3.4.21.74	40.0
xanthomonas_citri	3.2.1.151	40.0
xanthomonas_citri	3.1.1.43	35.0
xanthomonas_citri	3.1.1.43	35.0
xanthomonas_citri	3.1.21.4	25.0
xanthomonas_citri	3.1.21.4	37.0
ambrosiozyma_monospora	1.1.1.10	30.0
candida_versatilis	1.1.1.8	30.0
ficus_elastica	2.5.1.20	30.0
bacillus_lentus	2.4.1.19	45.0
bacillus_lentus	3.2.1.1	70.0
bacillus_lentus	3.5.1.28	60.0
physarum_flavicomum	3.4.21.103	55.0
colletotrichum_lindemuthianum	3.5.1.41	30.0
colletotrichum_lindemuthianum	3.5.1.41	37.0
colletotrichum_lindemuthianum	3.5.1.41	50.0
colletotrichum_lindemuthianum	3.5.1.41	50.0
colletotrichum_lindemuthianum	3.5.1.41	60.0
colletotrichum_lindemuthianum	3.5.1.41	60.0
colletotrichum_lindemuthianum	3.5.1.41	60.0
colletotrichum_lindemuthianum	3.5.1.41	60.0
colletotrichum_lindemuthianum	4.2.2.2	40.0
sclerotium_glucanicum	3.2.1.39	55.0
abortiporus_biennis	1.2.3.4	60.0
bordetella_petrii	1.1.1.88	30.0
streptomyces_atratus	3.1.1.76	30.0
streptomyces_atratus	3.1.1.75	30.0
actinosynnema_mirum	4.2.3.155	28.0
persea_americana	4.1.1.19	60.0
persea_americana	2.7.1.100	30.0
persea_americana	1.1.1.34	37.0
persea_americana	2.3.1.39	30.0
persea_americana	6.4.1.2	37.0
persea_americana	1.11.1.7	16.0
persea_americana	1.11.1.7	51.0
persea_americana	1.11.1.7	54.0
tinospora_cordifolia	2.1.1.140	34.0
hippophae_rhamnoides	3.1.1.11	23.0
hippophae_rhamnoides	3.1.1.11	23.0
pyrocystis_fusiformis	1.13.12.18	20.0
alicyclobacillus_sp	3.2.1.55	60.0
alicyclobacillus_sp	3.2.1.6	55.0
alicyclobacillus_sp	3.2.1.8	55.0
alicyclobacillus_sp	3.2.1.8	60.0
streptomyces_cinnamonensis	5.4.99.13	30.0
streptomyces_cinnamonensis	5.4.99.13	30.0
streptomyces_cinnamonensis	5.4.99.13	30.0
streptomyces_cinnamonensis	1.4.1.8	21.0
fusarium_phaseoli	4.2.1.95	27.0
fusarium_phaseoli	4.2.1.95	55.0
yersinia_enterocolitica	3.1.4.16	37.0
yersinia_enterocolitica	4.2.2.6	25.0
yersinia_enterocolitica	3.6.3.50	30.0
yersinia_enterocolitica	1.15.1.1	4.0
yersinia_enterocolitica	3.1.3.48	37.0
yersinia_enterocolitica	2.7.1.40	30.0
yersinia_enterocolitica	3.1.3.8	45.0
yersinia_enterocolitica	3.1.3.8	55.0
yersinia_enterocolitica	3.5.1.5	28.0
yersinia_enterocolitica	3.5.1.5	37.0
yersinia_enterocolitica	3.5.1.5	65.0
influenza_a	2.7.7.48	25.0
influenza_a	2.7.7.48	37.0
influenza_a	3.2.1.18	37.0
influenza_a	3.2.1.18	37.0
influenza_a	3.2.1.18	37.0
influenza_a	3.2.1.18	37.0
influenza_a	3.2.1.18	37.0
influenza_b	3.2.1.18	37.0
influenza_c	3.1.1.53	22.0
influenza_c	3.1.1.53	37.0
cupriavidus_basilensis	1.1.3.47	30.0
saccharopolyspora_rectivirgula	3.2.1.23	60.0
cichorium_endivia	2.3.1.133	40.0
camelus_bactrianus	3.4.21.6	25.0
camelus_bactrianus	3.1.3.1	40.0
camelus_bactrianus	3.1.3.1	50.0
camelus_bactrianus	3.2.1.2	30.0
macrococcus_caseolyticus	4.2.1.53	25.0
lentinus_sajor-caju	1.11.1.14	25.0
lentinus_sajor-caju	1.11.1.14	30.0
lentinus_sajor-caju	2.4.1.231	36.0
lentinus_sajor-caju	1.10.3.2	40.0
gracilaria_chorda	4.2.2.13	45.0
gracilaria_chorda	4.2.2.13	50.0
canavalia_ensiformis	6.1.1.19	30.0
canavalia_ensiformis	6.1.1.19	30.0
canavalia_ensiformis	3.2.1.24	37.0
canavalia_ensiformis	3.2.1.114	37.0
canavalia_ensiformis	3.5.1.5	25.0
canavalia_ensiformis	3.5.1.5	25.0
canavalia_ensiformis	3.5.1.5	25.0
canavalia_ensiformis	3.5.1.5	25.0
canavalia_ensiformis	3.5.1.5	30.0
canavalia_ensiformis	3.5.1.5	30.0
canavalia_ensiformis	3.5.1.5	30.0
canavalia_ensiformis	3.5.1.5	30.0
canavalia_ensiformis	3.5.1.5	30.0
canavalia_ensiformis	3.5.1.5	37.0
canavalia_ensiformis	3.5.1.5	38.0
theileria_parva	2.5.1.46	37.0
acinetobacter_baumannii	6.3.5.1	30.0
acinetobacter_baumannii	4.1.1.86	37.0
acinetobacter_baumannii	4.1.1.86	37.0
acinetobacter_baumannii	4.1.1.86	37.0
acinetobacter_baumannii	2.7.4.6	22.0
acinetobacter_baumannii	1.14.14.9	25.0
acinetobacter_baumannii	1.14.14.9	25.0
acinetobacter_baumannii	1.14.14.9	25.0
acinetobacter_baumannii	1.14.14.9	25.0
acinetobacter_baumannii	3.5.2.6	25.0
acinetobacter_baumannii	1.1.1.205	30.0
acinetobacter_baumannii	3.5.1.108	37.0
aplysia_californica	1.14.17.3	37.0
aplysia_californica	1.4.3.2	25.0
aplysia_californica	1.4.3.2	37.0
aplysia_californica	2.7.11.17	30.0
aplysia_californica	6.3.2.18	41.0
aplysia_californica	3.4.17.10	37.0
geobacillus_thermoleovorans	1.2.1.48	50.0
geobacillus_thermoleovorans	3.1.1.3	40.0
geobacillus_thermoleovorans	3.1.1.3	60.0
geobacillus_thermoleovorans	3.1.1.3	60.0
geobacillus_thermoleovorans	3.1.1.3	60.0
geobacillus_thermoleovorans	3.1.1.3	60.0
geobacillus_thermoleovorans	3.1.1.3	60.0
geobacillus_thermoleovorans	3.4.24.B2	40.0
geobacillus_thermoleovorans	3.2.1.133	80.0
geobacillus_thermoleovorans	3.2.1.1	100.0
geobacillus_thermoleovorans	3.2.1.1	100.0
geobacillus_thermoleovorans	3.2.1.1	100.0
geobacillus_thermoleovorans	3.2.1.41	70.0
geobacillus_thermoleovorans	3.4.11.10	60.0
geobacillus_thermoleovorans	1.2.1.3	50.0
geobacillus_thermoleovorans	1.13.11.2	70.0
phaseolus_coccineus	2.4.1.176	25.0
phaseolus_coccineus	4.2.99.18	40.0
lactobacillus_paracasei	1.1.1.345	25.0
lactobacillus_paracasei	1.1.1.345	50.0
lactobacillus_paracasei	4.1.1.15	50.0
lactobacillus_paracasei	2.6.1.42	43.0
pyrobaculum_aerophilum	1.7.2.5	93.0
pyrobaculum_aerophilum	1.7.2.4	85.0
pyrobaculum_aerophilum	2.5.1.126	95.0
pyrobaculum_aerophilum	5.3.1.9	100.0
pyrobaculum_aerophilum	1.2.7.5	100.0
pyrobaculum_aerophilum	2.4.1.25	95.0
pyrobaculum_aerophilum	1.16.1.10	80.0
pyrobaculum_aerophilum	5.3.1.8	100.0
pyrobaculum_aerophilum	3.2.2.27	70.0
pyrobaculum_aerophilum	6.2.1.13	93.0
pyrobaculum_aerophilum	1.1.5.2	75.0
pyrobaculum_aerophilum	1.1.1.2	37.0
pyrobaculum_aerophilum	2.7.1.40	98.0
pyrobaculum_aerophilum	1.1.1.B57	95.0
pyrobaculum_aerophilum	3.1.26.5	55.0
pyrobaculum_aerophilum	6.2.1.1	97.0
cajanus_cajan	2.4.1.13	30.0
cajanus_cajan	3.5.1.5	30.0
cajanus_cajan	3.5.1.5	47.0
cajanus_cajan	3.5.1.5	60.0
cajanus_cajan	3.5.1.5	77.0
pedobacter_hainanensis	3.2.1.83	40.0
musca_domestica	3.2.1.28	30.0
musca_domestica	1.14.18.1	45.0
musca_domestica	1.1.1.325	50.0
musca_domestica	1.1.1.153	50.0
musca_domestica	2.7.11.14	20.0
streptomyces_hyalurolyticus	4.2.2.1	22.0
streptomyces_hyalurolyticus	4.2.2.1	37.0
streptomyces_hyalurolyticus	4.2.2.1	60.0
loxosceles_reclusa	3.1.4.41	37.0
langat_virus	3.4.21.91	22.0
geobacillus_anatolicus	2.7.7.7	22.0
oculimacula_yallundae	3.1.1.11	40.0
philothamnus_punctatus	2.7.7.7	37.0
glandularia_x	1.14.13.88	30.0
glandularia_x	2.4.1.298	30.0
pseudomonas_alcaligenes	2.1.1.137	37.0
pseudomonas_alcaligenes	3.1.1.76	30.0
pseudomonas_alcaligenes	3.1.1.76	30.0
pseudomonas_alcaligenes	3.1.1.76	35.0
pseudomonas_alcaligenes	3.1.1.76	45.0
pseudomonas_alcaligenes	3.1.1.76	45.0
pseudomonas_alcaligenes	1.14.13.24	25.0
pseudomonas_alcaligenes	3.7.1.23	30.0
pseudomonas_alcaligenes	3.4.15.6	50.0
pseudomonas_alcaligenes	1.13.11.4	25.0
pseudomonas_alcaligenes	1.13.11.4	50.0
brevibacillus_agri	3.5.2.2	40.0
brevibacillus_agri	3.5.2.2	60.0
brevibacillus_agri	3.5.2.2	70.0
citrus_maxima	2.4.1.210	37.0
citrus_maxima	2.4.1.210	37.0
citrus_maxima	2.4.1.210	40.0
citrus_maxima	2.4.1.210	25.0
citrus_maxima	2.4.1.236	30.0
citrus_maxima	2.4.1.236	37.0
citrus_maxima	2.4.1.236	37.0
rhodococcus_fascians	3.5.5.1	40.0
caldibacillus_cellulovorans	3.2.1.8	70.0
caldibacillus_cellulovorans	3.2.1.8	90.0
sepia_officinalis	3.4.21.4	70.0
sepia_officinalis	3.4.23.5	50.0
sepia_officinalis	3.4.21.1	55.0
moraxella_bovis	2.1.1.113	37.0
moraxella_bovis	3.1.21.4	37.0
callitropsis_nootkatensis	4.2.3.73	40.0
synanceia_verrucosa	3.2.1.35	37.0
dehalobacter_restrictus	1.21.99.5	30.0
solanum_tuberosum	2.5.1.54	37.0
solanum_tuberosum	2.5.1.54	47.0
solanum_tuberosum	3.3.2.10	30.0
solanum_tuberosum	2.7.1.90	25.0
solanum_tuberosum	2.7.1.90	25.0
solanum_tuberosum	2.7.1.90	25.0
solanum_tuberosum	1.1.1.27	25.0
solanum_tuberosum	2.7.7.9	30.0
solanum_tuberosum	2.7.7.9	37.0
solanum_tuberosum	2.7.9.4	30.0
solanum_tuberosum	2.7.9.4	35.0
solanum_tuberosum	2.4.1.1	30.0
solanum_tuberosum	2.4.1.1	35.0
solanum_tuberosum	2.4.1.1	50.0
solanum_tuberosum	3.3.2.9	26.0
solanum_tuberosum	2.4.2.7	30.0
solanum_tuberosum	1.2.1.88	38.0
solanum_tuberosum	1.1.1.41	25.0
solanum_tuberosum	1.3.8.4	32.0
solanum_tuberosum	1.14.13.88	30.0
solanum_tuberosum	2.7.1.158	30.0
solanum_tuberosum	2.3.3.16	30.0
solanum_tuberosum	2.3.1.37	15.0
solanum_tuberosum	3.1.26.5	37.0
solanum_tuberosum	2.7.7.79	37.0
solanum_tuberosum	2.4.1.13	56.0
solanum_tuberosum	2.4.1.18	25.0
solanum_tuberosum	2.4.1.18	37.0
solanum_tuberosum	3.4.11.1	45.0
solanum_tuberosum	1.1.1.34	30.0
solanum_tuberosum	1.1.1.34	37.0
solanum_tuberosum	3.2.1.2	40.0
solanum_tuberosum	3.1.3.6	70.0
solanum_tuberosum	2.4.1.90	30.0
solanum_tuberosum	2.7.1.40	40.0
solanum_tuberosum	3.4.24.64	20.0
solanum_tuberosum	3.4.24.64	23.0
solanum_tuberosum	3.2.1.20	30.0
solanum_tuberosum	2.7.7.27	37.0
solanum_tuberosum	2.7.7.27	37.0
solanum_tuberosum	2.7.7.27	37.0
solanum_tuberosum	1.13.11.34	25.0
solanum_tuberosum	1.13.11.34	25.0
solanum_tuberosum	3.1.26.11	30.0
solanum_tuberosum	3.1.26.11	30.0
solanum_tuberosum	3.1.26.11	30.0
solanum_tuberosum	4.1.1.15	37.0
solanum_tuberosum	2.7.1.4	25.0
solanum_tuberosum	1.10.3.1	25.0
solanum_tuberosum	3.1.1.26	30.0
solanum_tuberosum	3.1.1.26	35.0
solanum_tuberosum	6.4.1.2	30.0
solanum_tuberosum	1.14.18.1	25.0
solanum_tuberosum	1.14.18.1	30.0
solanum_tuberosum	1.14.18.1	40.0
solanum_tuberosum	2.7.8.11	30.0
solanum_tuberosum	2.4.1.25	37.0
solanum_tuberosum	6.4.1.4	38.0
pseudogymnoascus_pannorum	3.11.1.1	10.0
chiloscyllium_punctatum	1.21.99.3	37.0
yersinia_kristensenii	3.1.3.8	55.0
yersinia_kristensenii	3.1.3.8	55.0
yersinia_kristensenii	3.1.3.26	55.0
lactobacillus_rhamnosus	3.5.1.2	50.0
lactobacillus_rhamnosus	4.1.3.6	37.0
lactobacillus_rhamnosus	1.6.3.4	65.0
thauera_selenatis	1.97.1.9	65.0
thauera_selenatis	1.97.1.9	80.0
clostridium_josui	3.2.1.4	60.0
clostridium_josui	3.2.1.4	60.0
ulva_intestinalis	1.8.4.9	20.0
tolypocladium_inflatum	5.1.1.1	37.0
tolypocladium_inflatum	5.1.1.1	42.0
avena_fatua	3.1.1.2	37.0
rhodnius_prolixus	3.1.1.47	37.0
rhodnius_prolixus	3.1.3.36	30.0
angiostrongylus_cantonensis	3.4.22.1	37.0
angiostrongylus_cantonensis	3.4.22.B6	37.0
bacillus_halodurans	3.2.1.21	45.0
bacillus_halodurans	3.2.1.156	30.0
bacillus_halodurans	3.2.1.156	50.0
bacillus_halodurans	3.4.24.55	45.0
bacillus_halodurans	3.2.1.8	60.0
bacillus_halodurans	3.2.1.8	70.0
bacillus_halodurans	3.2.1.8	70.0
bacillus_halodurans	3.2.1.8	70.0
bacillus_halodurans	3.2.1.8	75.0
bacillus_halodurans	3.2.1.8	80.0
bacillus_halodurans	3.2.1.8	90.0
bacillus_halodurans	3.2.1.1	50.0
bacillus_halodurans	3.2.1.1	50.0
bacillus_halodurans	5.3.1.4	50.0
bacillus_halodurans	5.3.1.4	50.0
bacillus_halodurans	5.3.1.14	70.0
bacillus_halodurans	2.4.2.1	70.0
bacillus_halodurans	3.5.1.90	30.0
helicobacter_pylori	6.3.2.4	25.0
helicobacter_pylori	6.3.2.4	50.0
helicobacter_pylori	3.5.3.1	30.0
helicobacter_pylori	3.5.3.1	37.0
helicobacter_pylori	1.1.1.25	60.0
helicobacter_pylori	3.5.3.12	37.0
helicobacter_pylori	1.1.1.195	37.0
helicobacter_pylori	1.4.99.6	37.0
helicobacter_pylori	1.4.99.6	37.0
helicobacter_pylori	2.7.7.3	25.0
helicobacter_pylori	3.5.1.49	45.0
helicobacter_pylori	2.7.1.71	25.0
helicobacter_pylori	2.7.1.33	25.0
helicobacter_pylori	3.5.1.88	37.0
helicobacter_pylori	3.5.1.88	50.0
helicobacter_pylori	5.1.1.1	37.0
helicobacter_pylori	1.11.1.6	25.0
helicobacter_pylori	2.6.1.92	37.0
helicobacter_pylori	2.6.1.92	37.0
helicobacter_pylori	4.2.1.115	25.0
helicobacter_pylori	4.2.1.115	25.0
helicobacter_pylori	4.2.1.115	37.0
helicobacter_pylori	4.2.1.115	37.0
helicobacter_pylori	4.2.3.4	37.0
helicobacter_pylori	5.3.2.6	23.0
helicobacter_pylori	4.2.1.10	25.0
helicobacter_pylori	4.2.1.10	25.0
helicobacter_pylori	4.2.1.10	25.0
helicobacter_pylori	4.2.1.10	25.0
helicobacter_pylori	4.2.1.10	37.0
helicobacter_pylori	2.5.1.48	45.0
helicobacter_pylori	1.2.1.11	23.0
helicobacter_pylori	4.2.1.2	25.0
helicobacter_pylori	3.1.3.2	37.0
helicobacter_pylori	2.6.1.42	37.0
helicobacter_pylori	2.4.1.90	37.0
helicobacter_pylori	3.6.1.1	37.0
helicobacter_pylori	3.6.1.1	37.0
helicobacter_pylori	2.3.1.5	37.0
helicobacter_pylori	2.4.1.214	25.0
helicobacter_pylori	2.4.1.65	37.0
helicobacter_pylori	3.4.11.10	45.0
helicobacter_pylori	2.4.1.22	30.0
helicobacter_pylori	1.4.5.1	37.0
helicobacter_pylori	3.5.1.5	30.0
helicobacter_pylori	3.5.1.5	37.0
helicobacter_pylori	3.5.1.5	37.0
plectranthus_barbatus	1.1.1.267	37.0
spodoptera_frugiperda	3.2.1.28	30.0
spodoptera_frugiperda	3.2.1.28	30.0
spodoptera_frugiperda	1.4.1.14	27.0
spodoptera_frugiperda	3.2.1.113	37.0
spodoptera_frugiperda	3.4.21.4	37.0
spodoptera_frugiperda	3.2.1.114	37.0
spodoptera_frugiperda	3.2.1.114	37.0
spodoptera_frugiperda	3.2.1.114	37.0
bothrops_cotiara	3.4.21.60	37.0
meripilus_giganteus	3.2.1.55	48.0
rabbit_hemorrhagic	2.7.7.48	40.0
pericallis_cruenta	1.14.13.88	30.0
pseudomonas_denitrificans	1.3.1.54	30.0
pseudomonas_denitrificans	1.1.1.31	30.0
pseudomonas_denitrificans	1.1.1.31	37.0
pseudomonas_denitrificans	2.5.1.17	30.0
pseudomonas_denitrificans	2.4.2.21	30.0
olisthodiscus_luteus	4.1.1.39	37.0
pseudonocardia_thermophila	3.5.1.4	70.0
pseudonocardia_thermophila	4.2.1.84	20.0
pseudonocardia_thermophila	4.2.1.84	25.0
pseudonocardia_thermophila	4.2.1.84	25.0
pseudonocardia_thermophila	4.2.1.84	28.0
candidatus_cloacimonas	2.6.1.111	30.0
thalassomonas_sp	3.2.1.158	45.0
phycomyces_blakesleeanus	6.2.1.13	25.0
phycomyces_blakesleeanus	6.2.1.13	50.0
phycomyces_blakesleeanus	1.1.1.191	30.0
phycomyces_blakesleeanus	2.4.1.16	28.0
phycomyces_blakesleeanus	1.5.1.7	40.0
janthinobacterium_lividum	1.4.1.2	25.0
janthinobacterium_lividum	1.4.1.2	40.0
erwinia_aroidea	4.2.2.2	35.0
erwinia_aroidea	3.5.1.1	41.0
erwinia_aroidea	4.2.2.10	40.0
actinidia_deliciosa	3.1.3.B9	30.0
actinidia_deliciosa	3.4.22.14	20.0
actinidia_deliciosa	3.4.22.14	27.0
actinidia_deliciosa	3.4.22.14	37.0
actinidia_deliciosa	3.4.22.14	37.0
actinidia_deliciosa	3.4.22.14	40.0
actinidia_deliciosa	3.4.22.14	55.0
actinidia_deliciosa	3.4.22.14	60.0
actinidia_deliciosa	3.4.11.1	37.0
actinidia_deliciosa	3.4.11.1	50.0
actinidia_deliciosa	2.4.1.207	22.0
candidatus_koribacter	2.1.2.5	30.0
salmonella_virus	2.7.7.6	37.0
volvox_carteri	1.14.11.2	40.0
halorubrum_xinjiangense	3.2.1.1	70.0
pseudomonas_synxantha	3.5.4.2	40.0
pseudomonas_synxantha	1.17.1.4	40.0
hydrogenibacillus_schlegelii	1.12.99.6	60.0
penicillium_candidum	3.1.1.3	35.0
arthrinium_sp	3.2.1.4	37.0
arthrinium_sp	3.2.1.74	37.0
arthrinium_sp	3.2.1.8	37.0
arthrinium_sp	3.2.1.21	37.0
ogataea_minuta	3.2.1.96	50.0
campylobacter_curvus	1.7.99.1	37.0
campylobacter_curvus	1.1.1.41	25.0
campylobacter_curvus	1.7.2.2	37.0
yersinia_pseudotuberculosis	2.7.7.23	37.0
yersinia_pseudotuberculosis	3.5.1.1	37.0
yersinia_pseudotuberculosis	3.5.1.1	60.0
yersinia_pseudotuberculosis	3.5.1.1	60.0
yersinia_pseudotuberculosis	2.7.7.33	30.0
yersinia_pseudotuberculosis	2.7.7.33	37.0
yersinia_pseudotuberculosis	2.2.1.6	25.0
yersinia_pseudotuberculosis	1.1.1.356	37.0
yersinia_pseudotuberculosis	1.17.1.1	25.0
yersinia_pseudotuberculosis	2.3.1.157	37.0
yersinia_pseudotuberculosis	2.6.1.59	38.0
harmonia_axyridis	3.1.1.7	22.0
paradendryphiella_arenariae	3.2.1.44	50.0
caenorhabditis_elegans	3.6.3.16	37.0
caenorhabditis_elegans	3.1.1.4	40.0
caenorhabditis_elegans	2.7.3.3	25.0
caenorhabditis_elegans	2.7.1.107	25.0
caenorhabditis_elegans	2.4.1.B72	28.0
caenorhabditis_elegans	4.2.1.1	4.0
caenorhabditis_elegans	2.3.1.87	37.0
caenorhabditis_elegans	2.7.7.9	37.0
caenorhabditis_elegans	1.14.16.1	25.0
caenorhabditis_elegans	1.14.16.1	25.0
caenorhabditis_elegans	2.4.1.152	22.0
caenorhabditis_elegans	2.7.9.3	37.0
caenorhabditis_elegans	2.4.1.221	25.0
caenorhabditis_elegans	2.7.11.2	37.0
caenorhabditis_elegans	1.3.5.1	30.0
caenorhabditis_elegans	1.4.3.3	37.0
caenorhabditis_elegans	1.4.3.1	37.0
caenorhabditis_elegans	3.6.4.3	37.0
caenorhabditis_elegans	3.4.11.9	35.0
caenorhabditis_elegans	3.5.1.19	30.0
caenorhabditis_elegans	2.7.7.78	26.0
caenorhabditis_elegans	3.1.3.12	22.0
caenorhabditis_elegans	1.1.1.35	25.0
caenorhabditis_elegans	3.4.11.2	37.0
caenorhabditis_elegans	3.5.1.52	25.0
caenorhabditis_elegans	2.3.2.15	35.0
caenorhabditis_elegans	1.8.4.11	37.0
caenorhabditis_elegans	3.2.2.27	26.0
caenorhabditis_elegans	3.2.2.27	37.0
caenorhabditis_elegans	2.1.1.103	30.0
caenorhabditis_elegans	3.2.1.20	37.0
caenorhabditis_elegans	3.6.4.12	37.0
caenorhabditis_elegans	2.4.1.214	23.0
caenorhabditis_elegans	2.4.1.214	25.0
caenorhabditis_elegans	4.1.1.17	37.0
caenorhabditis_elegans	5.99.1.2	52.0
caenorhabditis_elegans	2.7.11.24	15.0
caenorhabditis_elegans	3.5.1.6	40.0
caenorhabditis_elegans	3.4.24.21	25.0
caenorhabditis_elegans	3.4.24.21	37.0
naja_melanoleuca	3.2.1.35	37.0
capsicum_annuum	3.6.1.1	37.0
capsicum_annuum	1.13.11.58	25.0
capsicum_annuum	3.2.1.24	37.0
capsicum_annuum	3.2.1.24	55.0
capsicum_annuum	3.2.1.52	37.0
capsicum_annuum	3.2.1.52	45.0
capsicum_annuum	3.2.1.52	47.0
capsicum_annuum	4.2.1.92	22.0
capsicum_annuum	1.1.1.25	50.0
capsicum_annuum	3.1.1.11	52.5
capsicum_annuum	2.1.1.95	34.0
capsicum_annuum	1.3.5.6	28.0
capsicum_annuum	2.3.2.27	30.0
capsicum_annuum	1.3.5.5	28.0
capsicum_annuum	1.14.11.15	30.0
capsicum_annuum	1.13.11.26	37.0
capsicum_annuum	3.1.1.14	50.0
clostridium_tetani	3.4.24.68	37.0
clostridium_tetani	3.4.24.68	37.0
clostridium_tetani	3.4.24.68	37.0
clostridium_tetani	3.4.24.68	37.0
clostridium_tetani	4.4.1.11	30.0
chaerophyllum_bulbosum	3.2.1.1	16.0
chaerophyllum_bulbosum	3.2.1.2	4.0
rutilus_rutilus	2.5.1.18	28.0
niveispirillum_irakense	4.2.2.2	40.0
bacteroides_intestinalis	3.2.1.156	37.0
alcanivorax_borkumensis	6.2.1.5	30.0
alcanivorax_borkumensis	1.14.15.3	37.0
alcanivorax_borkumensis	2.3.1.75	35.0
alcanivorax_borkumensis	1.18.1.2	55.0
alcanivorax_borkumensis	1.18.1.1	45.0
elaeis_guineensis	2.3.1.20	30.0
vitis_riparia	2.1.1.240	30.0
proteus_sp	4.2.1.31	30.0
streptomyces_niveus	2.4.1.302	22.0
streptomyces_niveus	2.1.1.285	22.0
streptomyces_niveus	6.3.1.15	30.0
streptomyces_niveus	2.5.1.111	30.0
streptomyces_niveus	2.1.3.12	22.0
streptomyces_niveus	2.1.3.12	30.0
pseudoalteromonas_carrageenovora	3.1.6.1	45.0
pseudoalteromonas_carrageenovora	3.2.1.83	22.0
pseudoalteromonas_carrageenovora	3.2.1.83	50.0
pseudoalteromonas_carrageenovora	3.2.1.162	50.0
aquincola_tertiaricarbonis	5.4.99.64	30.0
aquincola_tertiaricarbonis	5.4.99.64	30.0
physarum_polycephalum	3.2.1.21	60.0
physarum_polycephalum	1.8.1.7	37.0
physarum_polycephalum	3.1.27.1	37.0
physarum_polycephalum	2.3.2.13	35.0
physarum_polycephalum	2.7.11.17	22.0
physarum_polycephalum	3.1.3.1	30.0
physarum_polycephalum	2.4.1.173	30.0
physarum_polycephalum	2.4.1.173	30.0
physarum_polycephalum	2.4.1.173	30.0
physarum_polycephalum	3.1.26.1	40.0
physarum_polycephalum	3.1.26.1	50.0
physarum_polycephalum	3.4.21.103	16.0
physarum_polycephalum	3.4.21.103	37.0
cylindrocarpon_sclerotigenum	1.1.1.184	35.0
phaffia_rhodozyma	3.4.17.1	30.0
phaffia_rhodozyma	3.4.16.5	30.0
phaffia_rhodozyma	3.2.1.2	45.0
prunus_mume	4.1.2.10	15.0
prunus_mume	4.1.2.10	25.0
arthrospira_maxima	1.8.1.7	25.0
diatraea_saccharalis	3.2.1.28	30.0
diatraea_saccharalis	3.4.21.4	37.0
cyanidioschyzon_merolae	4.1.99.13	22.0
